response_id,survey_id,response_sensitivity,m1470_meta_enum_sex,m2690_loc_returnees_from_list,m2684_loc_arrivals_from_list,m2967_loc_idp_reason_chose_loc,s1534_loc_loc_access,m1461_loc_return_obs_unit,m2688_loc_arrivals_site_type,m1690_loc_depart_hh,m1535_loc_arrival_time,m0342_loc_site_type_multiple,m2693_loc_returnees_site_type,m2691_loc_area_disp_returnees_adm0_other,m2693_loc_returnees_site_type_other,m1725_meta_interview_type,m2694_loc_top_3_priority_need_returnee_other,m1584_loc_main_depart_reason_other,m1584_loc_main_depart_reason,m2967_loc_idp_reason_chose_loc_other,m2692_loc_reason_return_other,s2878_loc_top_3_priority_need_idp_other,m2688_loc_arrivals_site_type_other,m0329_loc_reason_disp_idp_other,m0329_loc_reason_disp_idp,m2686_loc_arrivals_origin_adm1,m1577_loc_main_dest_adm1,m2691_loc_area_disp_returnees_adm0,m2990_loc_depart_internal,m2687_loc_arrivals_origin_adm3,m2972_loc_num_women_return,m0847_loc_num_return_idp_hh,m2971_loc_num_men_return,m2973_loc_num_children_return,m0851_loc_num_return_idp_ind,m2694_loc_top_3_priority_need_returnee,m2695_loc_returnees_settle_adm4,m2692_loc_reason_return,s1322_loc_return_main_arrival,m1541_loc_num_depart_hh_period,m2685_loc_arrivals_origin_adm2,m0349_loc_depart_period,m1540_loc_num_depart_ind_period,m2968_loc_num_men_idp,m2969_loc_num_women_idp,m1537_loc_num_arrivals_hh,m2970_loc_num_children_idp,m0310_loc_num_idp_ind,s2878_loc_top_3_priority_need_idp,m1536_loc_num_arrival_ind_period,m1727_loc_main_group_arrival_date,m2689_loc_arrivals_settle_adm4,m0445_loc_site_id_ssid,_m1650_loc_gps_coords_altitude,m1650_loc_gps_coords,_m2696_meta_start_gps_altitude,_m1650_loc_gps_coords_precision,m0448_loc_site_name,m0305_meta_adm3_pcode,_m2696_meta_start_gps_precision,m1855_meta_assessment_date,_m2696_meta_start_gps_latitude,_m2696_meta_start_gps_longitude,m2696_meta_start_gps,m1658_meta_assessment_start,m0304_meta_adm2_pcode,_m1650_loc_gps_coords_longitude,_m1650_loc_gps_coords_latitude,m1844_meta_assessment_end,m0302_meta_adm0_pcode,m0489_meta_survey_round,m0303_meta_adm1_pcode,m2991_loc_depart_known,s2878_loc_top_3_priority_need_idp/transport,s2878_loc_top_3_priority_need_idp/communication,s2878_loc_top_3_priority_need_idp/dnk,s2878_loc_top_3_priority_need_idp/reunification,s2878_loc_top_3_priority_need_idp/electricity,s2878_loc_top_3_priority_need_idp/language,s2878_loc_top_3_priority_need_idp/medicines,m2694_loc_top_3_priority_need_returnee/transport,m2694_loc_top_3_priority_need_returnee/education,m2694_loc_top_3_priority_need_returnee/reunification,m2694_loc_top_3_priority_need_returnee/hygiene,m2694_loc_top_3_priority_need_returnee/security,s2878_loc_top_3_priority_need_idp/hygiene,s2878_loc_top_3_priority_need_idp/pnta,s2878_loc_top_3_priority_need_idp/security,s2878_loc_top_3_priority_need_idp/child_spaces,s2878_loc_top_3_priority_need_idp/return_support,s2878_loc_top_3_priority_need_idp/wash,m2694_loc_top_3_priority_need_returnee/communication,s2878_loc_top_3_priority_need_idp/education,m2694_loc_top_3_priority_need_returnee/nfi,m2694_loc_top_3_priority_need_returnee/agricultural_inputs,m2694_loc_top_3_priority_need_returnee/other,s2878_loc_top_3_priority_need_idp/nfi,m2694_loc_top_3_priority_need_returnee/accommodation,m2694_loc_top_3_priority_need_returnee/employment,m2694_loc_top_3_priority_need_returnee/drinking_water,m2692_loc_reason_return/other,s2878_loc_top_3_priority_need_idp/other,m2694_loc_top_3_priority_need_returnee/clothes,m2694_loc_top_3_priority_need_returnee/sanitation,s2878_loc_top_3_priority_need_idp/accommodation,s2878_loc_top_3_priority_need_idp/employment,s2878_loc_top_3_priority_need_idp/business,m2694_loc_top_3_priority_need_returnee/business,m2692_loc_reason_return/returned_assistance,s2878_loc_top_3_priority_need_idp/clothes,s2878_loc_top_3_priority_need_idp/drinking_water,m2694_loc_top_3_priority_need_returnee/health,s2878_loc_top_3_priority_need_idp/sanitation,m2694_loc_top_3_priority_need_returnee/cash,s2878_loc_top_3_priority_need_idp/cash,s2878_loc_top_3_priority_need_idp/health,m2692_loc_reason_return/no_assistance_found,m2694_loc_top_3_priority_need_returnee/shelter,m2692_loc_reason_return/rejoin_family,s2878_loc_top_3_priority_need_idp/shelter,m2694_loc_top_3_priority_need_returnee/food,s2878_loc_top_3_priority_need_idp/food,s2878_loc_top_3_priority_need_idp/recognition_qualifications,s2878_loc_top_3_priority_need_idp/legal_consular,s2878_loc_top_3_priority_need_idp/kindergarten,s2878_loc_top_3_priority_need_idp/information,s2878_loc_top_3_priority_need_idp/none,s2878_loc_top_3_priority_need_idp/pss,s2878_loc_top_3_priority_need_idp/protection,s2878_loc_top_3_priority_need_idp/school_supplies,s2878_loc_top_3_priority_need_idp/reporting,s2878_loc_top_3_priority_need_idp/vocational,m2694_loc_top_3_priority_need_returnee/language,m2694_loc_top_3_priority_need_returnee/information,m2694_loc_top_3_priority_need_returnee/recognition_qualifications,m2694_loc_top_3_priority_need_returnee/medicines,m2694_loc_top_3_priority_need_returnee/dnk,m2694_loc_top_3_priority_need_returnee/child_spaces,m2694_loc_top_3_priority_need_returnee/protection,m2694_loc_top_3_priority_need_returnee/kindergarten,m2694_loc_top_3_priority_need_returnee/legal_consular,m2694_loc_top_3_priority_need_returnee/electricity,m2694_loc_top_3_priority_need_returnee/none,m2694_loc_top_3_priority_need_returnee/pnta,m2694_loc_top_3_priority_need_returnee/school_supplies,m2694_loc_top_3_priority_need_returnee/pss,m2694_loc_top_3_priority_need_returnee/reporting,m2694_loc_top_3_priority_need_returnee/return_support,m2694_loc_top_3_priority_need_returnee/wash,m2694_loc_top_3_priority_need_returnee/vocational
18,3,public,male,NULL,diff_adm2,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_floods,NULL,NULL,NULL,NULL,In search of fertile land for farming,other,MW3,MW3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,7,MW307,2023-11-01 00:00:00,32,12,14,10,16,42,food shelter cash,42,2023-11-01 00:00:00,Buleya,Mkweza,36.5,-16.3641961 35.1188555 36.5 4.866,0,4.866,Mkweza,MW31104,3400,2024-11-23 00:00:00.000000,-16.3461201,35.1040115,-16.3461201 35.1040115 0.0 3400.0,2024-11-23 08:33:59.000000,MW311,35.1188555,-16.3641961,2024-11-25 11:59:59.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24,3,public,male,NULL,diff_adm2,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,Looking for better place for farming and herbalist healthy services,other,MW3,MW3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,17,MW303,2023-10-01 00:00:00,72,9,5,7,7,21,food shelter drinking_water,21,2024-06-01 00:00:00,Yera,NULL,585.4,-15.2671016 34.780504 585.4 4.066,589.6,4.066,Yoyola,MW31303,2.94,2024-11-15 00:00:00.000000,-15.2669196,34.7803075,-15.2669196 34.7803075 589.6 2.94,2024-11-21 13:04:05.000000,MW313,34.780504,-15.2671016,2024-11-24 09:07:05.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,1,NULL,0,NULL,0,0,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25,3,public,male,NULL,diff_adm1,economic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,Looking for business opportunities,other,MW2,MW1,NULL,both,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,26,NULL,2023-10-01 00:00:00,123,60,113,50,52,225,health language education,225,2024-07-01 00:00:00,Onani,30108010014,511.221435546875,-13.7001263 34.9018819 511.221435546875 4.824,508.489807128906,4.824,Onani,MW30110,3.216,2024-12-06 00:00:00.000000,-13.7001113,34.9019002,-13.7001113 34.9019002 508.48980712890625 3.216,2024-12-04 15:58:31.000000,MW301,34.9018819,-13.7001263,2024-12-06 13:17:23.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
30,3,public,female,NULL,diff_adm2,livelihood,yes,no,dispersed,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sick,other,MW3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW302,NaT,NULL,1,0,1,0,1,food health shelter,1,2023-10-01 00:00:00,"Majawa, Kajawo, Jumbe",30401018090,1092.31750488281,-15.6642646 35.1645724 1092.3175048828125 4.288,1092.31750488281,4.288,Kazembe,MW30401,4.288,2024-11-25 00:00:00.000000,-15.6642646,35.1645724,-15.6642646 35.1645724 1092.3175048828125 4.288,2024-11-25 12:37:44.000000,MW304,35.1645724,-15.6642646,2024-12-05 21:58:08.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,1,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
31,3,public,male,NULL,diff_adm2,economic,yes,no,informal_settlement,no,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Teaching,other,MW3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,NULL,MW305,NaT,NULL,2,2,2,5,9,food employment health,9,2024-09-01 00:00:00,"Ngokwe, Chiriko, Ndanga",30403039162,836.705078125,-15.7712697 35.2395602 836.705078125 4.288,836.705078125,4.288,Ngokwe,MW30403,4.288,2024-12-04 00:00:00.000000,-15.7712697,35.2395602,-15.7712697 35.2395602 836.705078125 4.288,2024-12-04 13:20:50.000000,MW304,35.2395602,-15.7712697,2024-12-04 20:50:16.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,1,0,NULL,NULL,0,0,NULL,0,NULL,0,1,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
33,3,public,male,NULL,diff_adm0,economic,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,The family was disband due to social economic hence they left ties,other,NULL,NULL,NULL,NULL,They are for social economic (Gold mining),other,NULL,MW3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,1,NULL,2023-09-01 00:00:00,6,7,2,2,0,9,pnta,9,2023-11-01 00:00:00,Chikwekwe,30605005011,478.7,-15.3424067 34.853655 478.7 5.0,401.4,5,Chikwekwe,MW31303,2.72,2024-11-15 00:00:00.000000,-15.4420315,34.8611948,-15.4420315 34.8611948 401.4 2.72,2024-11-17 15:08:44.000000,MW313,34.853655,-15.3424067,2024-11-24 08:34:33.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,1,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,0,0,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,3,public,female,NULL,same_adm3,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,"Looking for job opportunities and Drought ",climate_drought,NULL,NULL,"Lack of land for cultivation ",NULL,"Insufficient land for cultivation and drought ",climate_drought,MW3,NULL,NULL,no,MW30103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,20,MW301,2024-07-01 00:00:00,101,20,50,25,40,110,food clothes other,110,2024-03-01 00:00:00,Chocho,30102039127,816.644,-14.6616057 34.9774686 816.644 3.266,816.981,3.266,Chocho,MW30103,0.99,2024-11-25 00:00:00.000000,-14.6616109,34.9774762,-14.6616109 34.9774762 816.981 0.99,2024-11-28 09:04:53.000000,MW301,34.9774686,-14.6616057,2024-11-28 09:24:26.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,1,NULL,NULL,0,0,0,NULL,NULL,1,0,NULL,0,NULL,0,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,3,public,male,NULL,diff_adm3,livelihood,yes,no,dispersed,yes,yes,dispersed,NULL,NULL,NULL,inperson_mobile,NULL,"Marriage and looking Job opportunities ",other,NULL,NULL,NULL,NULL,"Looking for job opportunities and family misunderstanding ",other,MW3,MW3,NULL,both,MW30109 MW30120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NaT,12,MW301,2024-10-01 00:00:00,54,5,4,3,4,13,food cash health,13,2024-07-01 00:00:00,Binali Mkanda,30108023027,527.098754882812,-13.6596415 35.0339116 527.0987548828125 4.502,510.831665039062,4.502,Binali Mkanda,MW30109,3.752,2024-11-27 00:00:00.000000,-13.6596311,35.0339168,-13.6596311 35.0339168 510.8316650390625 3.752,2024-11-27 10:39:54.000000,MW301,35.0339116,-13.6596415,2024-12-03 18:42:58.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0,0,0,NULL,NULL,0,0,NULL,0,NULL,1,1,NULL,NULL,NULL,0,NULL,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,3,public,male,diff_adm2,diff_adm1,economic,yes,yes,dispersed,no,yes,dispersed,dispersed,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Business,other,MW1,NULL,NULL,NULL,NULL,47,22,30,23,100,food shelter cash,Kantande,no_assistance_found rejoin_family,2024-09-01 00:00:00,NULL,NULL,NaT,NULL,80,100,70,120,300,shelter health language,300,2024-06-01 00:00:00,Kantande,30108008012,533.63916015625,-13.7070191 34.8824497 533.63916015625 3.859,508.694946289062,3.859,Kantande,MW30110,3.216,2024-12-04 00:00:00.000000,-13.7070316,34.882483,-13.7070316 34.882483 508.6949462890625 3.216,2024-12-04 14:26:15.000000,MW301,34.8824497,-13.7070191,2024-12-05 09:22:02.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,public,male,diff_adm3,diff_adm2,livelihood,yes,yes,dispersed,yes,yes,dispersed,dispersed,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,Place for Farming,NULL,Business,other,MW3,MW3,NULL,yes,NULL,24,24,19,68,111,food accommodation business,"Mlanjira, Katagu, Zachima",rejoin_family no_assistance_found,2024-08-01 00:00:00,8,MW305,2023-09-01 00:00:00,31,66,66,66,0,132,food business other,132,2023-09-01 00:00:00,"Mlanjila, Katagu, Zachima",30402038154,877.332,-15.8442638 35.169366 877.332 1.717,886.688,1.717,Mlanjira,MW30402,1100,2024-12-05 00:00:00.000000,-15.8378374,35.1600491,-15.8378374 35.1600491 886.688 1100.0,2024-12-07 11:54:36.000000,MW304,35.169366,-15.8442638,2024-12-10 13:21:33.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,public,male,diff_adm2,diff_adm1,economic,yes,yes,dispersed,no,yes,dispersed,dispersed,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Business and farming environment,other,MW2,NULL,NULL,NULL,NULL,23,10,15,12,50,food health transport,Mawale,no_assistance_found rejoin_family,2024-10-01 00:00:00,NULL,NULL,NaT,NULL,65,115,50,45,225,food health cash,225,2024-07-01 00:00:00,Mawale,30108009013,519.639892578125,-13.7038686 34.8918903 519.639892578125 4.645,522.205261230468,4.645,Mawale,MW30110,10.72,2024-12-04 00:00:00.000000,-13.7038797,34.891892,-13.7038797 34.891892 522.2052612304688 10.72,2024-12-04 14:48:15.000000,MW301,34.8918903,-13.7038686,2024-12-04 21:51:37.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,public,male,same_adm3,diff_adm0,economic,yes,yes,dispersed,yes,yes,dispersed,dispersed,NULL,NULL,inperson_mobile,NULL,Choice,other,NULL,NULL,NULL,NULL,Business environment and looking for Gold  in MAKANJIRA,other,NULL,MW3,NULL,yes,NULL,2,1,3,2,7,food shelter cash,Kwilombe,no_assistance_found rejoin_family,2024-06-01 00:00:00,3,NULL,2023-10-01 00:00:00,20,12,8,6,10,30,food drinking_water medicines,30,2023-10-01 00:00:00,Kwilombe,30108033042,474.995849609375,-13.8161831 35.0953059 474.995849609375 4.931,481.157043457031,4.931,Kwilombe,MW30109,6.432,2024-11-28 00:00:00.000000,-13.8161181,35.0952195,-13.8161181 35.0952195 481.15704345703125 6.432,2024-11-26 12:29:36.000000,MW301,35.0953059,-13.8161831,2024-11-28 16:29:24.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,public,male,diff_adm1,diff_adm2,livelihood,yes,yes,dispersed,yes,yes,dispersed,dispersed,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,Closer to blantyre town and Catholic University,other,MW3,MW1,NULL,yes,NULL,12,11,10,7,29,food cash accommodation,"Malika, Lopa, Kwelani",no_assistance_found rejoin_family,2024-11-01 00:00:00,62,MW305,2024-01-01 00:00:00,192,30,22,52,13,65,food cash clothes,65,2023-11-01 00:00:00,"Njelemba, Chingoli, Lopa",30402009031,876.233,-15.8384317 35.174655 876.233 1.507,903.769,1.507,Njelemba,MW30402,1.487,2024-12-04 00:00:00.000000,-15.8280354,35.2014517,-15.8280354 35.2014517 903.769 1.487,2024-12-07 11:28:03.000000,MW304,35.174655,-15.8384317,2024-12-10 13:02:59.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3,public,female,diff_adm2,diff_adm2,livelihood,yes,yes,dispersed,yes,yes,dispersed,dispersed,NULL,NULL,remote_inperson,NULL,"Insufficient land for cultivation ",other,NULL,NULL,"Land for cultivation ",NULL,"Drought and flash floods ",climate_drought,MW3,MW3,NULL,yes,NULL,5,5,4,5,14,food drinking_water cash,"0, Kwasowanjovu, Mataka",rejoin_family,2024-11-01 00:00:00,46,MW308,2023-10-01 00:00:00,200,14,25,17,35,74,food drinking_water other,74,2023-09-01 00:00:00,"0, Kwasowanjovu, Mataka",NULL,686.979,-14.5891089 34.8987877 686.979 1.753,669.219,1.753,Mataka,MW30113,1.022,2024-11-16 00:00:00.000000,-14.5892356,34.8987177,-14.5892356 34.8987177 669.219 1.022,2024-11-25 07:53:59.000000,MW301,34.8987877,-14.5891089,2024-11-25 15:53:19.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,3,public,female,same_adm3,diff_adm2,livelihood,yes,yes,informal_settlement,yes,yes,dispersed,informal_settlement,NULL,NULL,remote_inperson,NULL,"Drought, windstorm and insufficient land for cultivation ",climate_drought,NULL,NULL,NULL,NULL,"Drought and insufficient land for cultivation ",climate_drought,MW3,MW3,NULL,yes,NULL,2,2,2,4,8,food shelter,"0, Wanja",rejoin_family no_assistance_found,2024-07-01 00:00:00,7,MW309,2024-10-01 00:00:00,31,1,1,2,3,5,food shelter clothes,5,2024-10-01 00:00:00,"0, Wanja",NULL,637.855,-14.5878328 34.8995806 637.855 0.929,633.306,0.929,Wanja,MW30113,1.427,2024-11-17 00:00:00.000000,-14.5878708,34.8995631,-14.5878708 34.8995631 633.306 1.427,2024-11-25 08:20:35.000000,MW301,34.8995806,-14.5878328,2024-11-25 15:58:25.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,public,female,same_adm3,diff_adm2,livelihood,yes,yes,dispersed,no,yes,dispersed,dispersed,NULL,NULL,inperson_mobile,NULL,NULL,NULL,NULL,NULL,"Insufficient land for cultivation ",NULL,"Drought and insufficient land for cultivation ",climate_drought,MW3,NULL,NULL,NULL,NULL,20,16,10,25,55,food shelter clothes,Chilipa,rejoin_family no_assistance_found,2023-12-01 00:00:00,NULL,MW302,NaT,NULL,24,42,23,30,96,food clothes other,96,2024-08-01 00:00:00,"Chilipa, Bwanado",30102043073,785.182,-14.7021888 34.9757852 785.182 2.01,771.31,2.01,Chilipa,MW30103,2.133,2024-11-26 00:00:00.000000,-14.7021618,34.9758449,-14.7021618 34.9758449 771.31 2.133,2024-11-28 10:33:56.000000,MW301,34.9757852,-14.7021888,2024-11-28 10:44:43.000000,MWI,B2_01,MW3,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3,public,female,diff_adm2,diff_adm2,network,yes,yes,dispersed,yes,yes,dispersed,dispersed,NULL,NULL,remote_inperson,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,Following their relatives,other,MW3,MW2,NULL,NULL,NULL,125,163,73,31,229,food shelter nfi,"Mwanakhu, Muruwane, Ntonya",no_assistance_found,2024-09-01 00:00:00,70,MW310,2023-10-01 00:00:00,128,19,50,50,12,81,food shelter cash,81,2023-12-01 00:00:00,"Khanyanga, Ntonya",30805080140,763.2,-15.9613609 35.4559594 763.2 4.785,762,4.785,Ntonya,MW30805,2.2,2024-11-25 00:00:00.000000,-15.9653632,35.4537673,-15.9653632 35.4537673 762.0 2.2,2024-11-15 10:43:43.000000,MW308,35.4559594,-15.9613609,2024-11-25 15:57:47.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3,public,male,same_adm3,diff_adm1,economic,yes,yes,dispersed,yes,yes,dispersed,dispersed,NULL,NULL,inperson_mobile,NULL,NULL,climate_drought,NULL,NULL,NULL,NULL,Looking for  job,other,MW1,MW1,NULL,yes,NULL,10,20,15,5,30,food employment sanitation,"Chipole, Mbalame",rejoin_family,2024-02-01 00:00:00,10,NULL,2023-06-01 00:00:00,30,5,5,5,5,15,food employment shelter,15,2024-10-01 00:00:00,"Walala, Mpama, Malika",30401047223,1103.59997558593,-15.7063007 35.1804926 1103.5999755859375 4.288,1103.59997558593,4.288,Chipole,MW30401,8.576,2024-11-28 00:00:00.000000,-15.7063973,35.1804942,-15.7063973 35.1804942 1103.5999755859375 8.576,2024-11-22 15:15:37.000000,MW304,35.1804926,-15.7063007,2024-11-28 17:50:51.000000,MWI,B2_01,MW3,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
